271,4978
1652,2620
507,4334
1298,3322
4837,4798
786,1234
341,191
2600,256
3897,170
423,2523
886,3264
410,2609
1433,2763
2167,3952
1414,3210
4138,368
593,3999
3461,1434
1812,3154
3888,2946
4011,740
4903,2430
3302,927
3310,4767
82,3722
1591,1403
1,14
4200,3551
2058,1575
3005,2347
3807,4956
1394,1243
4365,4375
4264,268
3153,3865
2434,4514
2347,1390
528,2534
1762,672
2052,324
1325,1311
3987,534
7,346
799,3325
2624,2870
492,4708
375,1482
4469,4820
3896,417
3961,3479
2986,2140
1857,1723
3850,4526
4175,3348
950,4853
2441,4731
4452,1924
1937,4197
3864,1023
4092,1860
2437,4363
3704,796
3724,1657
1263,3055
1146,390
2957,3324
2775,1053
1436,3588
3088,3126
417,4995
3909,4742
1581,603
1666,3941
2234,771
3666,971
1739,2460
2374,3617
2488,382
2198,608
2616,800
1668,4871
1343,1954
937,4047
4685,904
102,1269
35,943
100,778
2179,1559
2726,2100
78,2580
1511,630
2706,4341
3047,4181
4048,876
3570,2963
2060,4934
1426,1937
3040,509
1791,2376
1223,3311
2661,548
313,2376
2080,1897
3035,243
1780,2560
2175,2026
2422,2508
1845,1794
2261,2042
9,3153
3641,3428
440,3296
4197,2858
422,3002
2166,2584
722,2798
4254,282
1010,4885
792,2106
639,4963
3560,3347
566,2365
1162,1104
688,2940
4112,1672
19,265
951,2989
2137,4940
3818,2196
3260,2094
1780,2927
1159,2735
1217,560
1622,4780
4257,4264
3993,1426
4091,2375
2865,158
4777,1993
3013,2532
2451,2806
3066,3684
213,162
1161,2525
4953,1023
4468,1753
3646,474
2161,4504
594,4216
4428,3101
4580,3443
2908,517
1844,3165
3543,1967
2439,2830
278,1603
4185,2341
1462,251
868,3960
1748,4093
1854,3299
4640,954
1352,4084
3160,4759
148,4858
1438,4633
26,935
361,1910
2088,2542
3594,3301
4980,544
2864,3152
3103,1482
323,967
1701,2130
1920,3948
1956,1124
1030,4779
1152,2293
2034,858
560,1894
2774,216
2691,2049
1153,2892
4397,2545
4329,166
2814,3035
2380,386
3439,3973
3397,4262
2161,1734
3624,4053
4483,1349
1589,3892
4952,4079
628,1067
3833,882
3840,3882
3418,3087
2446,610
875,4242
3496,794
4102,4930
2562,3624
4319,2435
618,3646
1651,2867
801,2006
878,2016
1380,3860
326,61
1339,3811
4680,1958
466,3241
4214,2668
4432,1691
3259,1879
2287,4317
1482,332
704,3695
4329,2298
1367,3652
888,2673
3373,4970
2504,1947
3959,4460
178,187
4058,2357
4698,3572
1385,3548
3540,3733
316,4583
4549,756
2803,4610
4,2834
4096,349
4030,1683
98,382
1704,4959
1260,4536
1884,4890
664,4949
484,2410
2341,2699
2344,3432
1688,2666
1617,548
1438,2413
4407,562
2401,2007
1453,2566
2788,2555
271,4842
4330,1608
3343,3685
3249,4084
2396,3997
2875,3097
3739,1517
1750,4639
1847,2191
1603,2469
3315,4174
3120,4345
3156,1331
399,349
4058,529
2910,687
442,11
1434,4427
4127,1730
2091,2795
3554,4940
2283,3229
2585,3415
420,723
1167,4136
256,476
2104,1500
625,4115
4200,4166
2097,1848
2429,1009
3806,1170
4962,4520
1703,2573
499,3412
2,4877
3327,4751
3774,3361
4105,230
3122,1223
4643,2114
2752,1742
2945,650
2835,655
2620,424
4954,4221
1405,4938
1521,317
785,2431
3074,1554
4432,813
1102,2667
4169,4770
1759,2249
3797,4206
727,670
1269,2898
3445,3328
4681,2070
3907,553
3778,4933
4039,2035
2405,2196
1881,3446
579,4090
669,1372
4667,3540
3560,3948
4232,230
3947,1265
3428,1160
4150,684
2158,434
1044,187
1708,4190
4283,726
2966,3806
1552,55
1485,2555
1952,1598
4584,2994
1341,4354
1055,1702
4188,3967
1172,599
4070,1069
4049,4134
441,1403
2680,4488
452,3733
2283,2432
1431,2728
3069,4888
4418,79
1678,3283
3567,1599
2469,4473
1186,1938
3441,3150
3178,1535
1282,4685
4937,3722
912,3408
1635,2222
3543,1616
689,2064
1853,3330
4557,783
359,1792
2920,4878
4563,656
2230,1971
1740,2153
2235,4361
3340,364
626,2871
4056,1433
4934,3087
2948,4900
4626,220
3349,4994
2464,4139
3672,1256
4977,2988
4198,2596
1837,727
2710,1044
2994,4553
1404,3745
490,1878
3929,3299
2961,1384
2004,4984
1093,4016
1692,2617
602,4193
931,1370
4848,3951
3926,4311
2895,2771
318,3212
2659,1282
2847,131
633,3581
1130,1644
1252,4846
3021,1764
1234,4398
211,1110
258,3734
142,4549
1627,929
2202,2151
3905,2781
3996,3111
296,1460
3633,3167
2624,1097
4447,2035
1842,4962
4196,3956
4996,653
2438,4977
327,3466
3309,2441
1066,2668
3137,4825
1901,3514
2053,2617
3940,3046
1499,4321
1569,2656
4356,1840
1428,3769
3393,1694
3382,2945
3051,2869
1930,2468
1694,50
4454,3414
4815,513
420,593
3059,3313
2707,2102
4747,1387
1194,4566
2714,1115
2901,3575
2612,4738
1056,28
2477,34
4865,3591
852,2933
1643,2462
3746,601
4464,350
4308,3736
1081,3752
4160,394
1619,4397
2924,4499
991,1419
1235,4802
4216,2863
1341,3666
2258,1165
3233,439
4402,2729
4470,3414
2993,1115
2878,3177
973,2223
3743,880
4461,4634
2555,727
3577,1261
2570,3510
4770,288
637,65
2457,297
1546,2325
4733,3686
2590,3519
73,4374
2323,1727
3412,4945
271,4553
3533,3085
1250,2699
4619,3711
4245,885
3001,3738
1329,3703
2853,3636
4723,2901
2221,3823
465,2700
2810,3982
1825,3620
168,3883
1360,1273
2017,3087
156,510
3711,2941
407,3490
2446,3124
3761,4038
1643,2294
4606,3851
2777,3729
4883,1499
1967,1534
3542,4368
2184,1822
4513,1515
2653,3013
1299,474
100,3944
3836,1629
1522,2949
3550,1333
4734,2770
1353,71
2975,2598
883,2190
1796,298
2738,1949
3974,3876
3365,523
2886,3029
418,1056
1162,1563
2903,3959
3294,4571
1515,2652
4577,3857
2206,433
2511,1265
371,766
861,1585
3912,1993
4604,659
2723,219
2541,2889
4786,2530
2054,42
2943,1812
1348,3839
1756,2923
819,4427
3257,2446
3211,3614
1122,4774
4013,3465
1718,1526
4204,2280
4613,3579
3061,2587
3702,2801
4504,3204
3,687
607,9
2547,2395
1574,1784
4348,4838
1864,1411
4713,1713
1986,3390
1556,884
4075,1362
333,4014
2252,2530
4757,3751
3593,3203
1029,4398
1050,2530
4544,232
4185,4400
2864,2284
1243,2437
1386,8
4918,1505
3266,4929
3636,3033
711,2714
538,1272
305,4581
700,2576
230,1581
4899,477
2514,2137
4372,4134
2798,2800
3747,2487
25,4878
938,2569
761,2104
2991,1670
313,1422
1398,2827
1038,1316
1200,1902
818,3298
1491,3324
3843,2991
2785,3507
4351,2749
3568,3744
871,3034
4613,3016
3718,3686
2794,3751
569,3604
1493,949
2239,2300
609,3547
1814,230
1245,3308
613,1943
2521,3195
623,4818
4704,2070
4143,1186
3984,4192
4540,4689
2251,377
3933,2873
1182,641
1249,1313
2900,1949
2586,1265
3789,3360
619,679
2447,4691
1825,4821
1770,1061
1243,3439
3796,4135
1271,4319
4707,1577
3758,4419
2574,493
4915,3258
3326,4398
338,1924
149,474
3565,1552
2886,3480
2142,3457
3142,490
4322,4347
2903,4412
691,4693
4453,683
1388,4838
2517,1398
889,3645
2100,2201
3671,2182
3822,3680
1962,1084
4959,644
1917,3254
2903,666
1094,1393
656,2825
3084,2224
4169,3695
2875,2616
3209,2529
2597,3849
4046,3751
2842,1922
3676,1031
1043,3850
4692,4989
3835,3407
3666,1356
4764,4695
1703,4265
334,4452
2458,4177
1449,4479
3484,4292
2645,4177
3615,1046
4084,4371
2606,2642
4373,632
3878,2607
2548,3754
1650,2223
215,2301
2710,1756
2859,4675
4103,1702
3216,2605
2610,3365
2780,1487
4362,130
1853,110
3652,3579
1489,276
618,2560
4203,1099
2364,4118
4801,1296
4522,4364
1334,59
1650,3428
2699,3182
3227,147
4132,4085
3545,3647
4452,738
906,4249
3429,3240
3949,1379
516,3587
4297,253
4677,4008
479,1498
1044,158
2138,1252
228,931
1899,307
2775,3658
1997,3098
65,1065
4406,2023
2096,4308
3683,1173
4228,3762
3902,1629
3197,1977
235,1725
3854,343
1032,3585
1857,296
1942,1467
649,814
3671,4382
4227,4915
134,3606
4907,266
4911,213
304,3431
362,2745
777,1704
2163,1462
4761,2154
2472,4715
3021,4573
3408,2815
4959,2574
1973,3391
1268,1765
678,4884
3333,570
3533,3561
2968,4492
2948,2514
1149,189
1002,949
355,3151
3475,727
4458,2320
3459,2479
4591,1170
3161,4114
1187,985
1634,1567
1375,3093
2998,1267
1929,1019
3748,4405
852,3777
1936,2918
6,4265
1377,2010
1765,1336
4087,2201
2037,2884
4373,4182
902,1590
2339,3306
2650,3448
4700,2532
3846,4327
1718,4823
4505,4219
1816,2886
4422,4051
4883,4137
4196,4294
4623,4737
2155,4525
473,3192
2292,4041
4327,1736
3325,4217
4601,4080
4797,253
2162,1495
3204,2835
2029,1189
1320,1942
2524,2278
3427,142
349,2015
4260,2819
4940,1136
4160,2890
4980,4676
4417,1824
1745,2718
3227,3863
2563,2715
2771,1350
1932,3944
780,2613
472,431
2545,3961
1474,1002
3875,3096
4932,1079
4401,3183
2131,811
1071,3134
2402,4649
1783,31
2069,1027
1191,4557
4700,1105
1773,4679
1870,1638
146,4813
4450,3459
3211,3353
1320,2198
4087,2638
1765,2730
1288,825
1228,122
2938,1014
3092,4211
1746,3826
2661,4880
3439,443
1306,572
1181,3988
410,3677
4757,2396
4891,712
2708,3701
1471,4264
162,4019
1591,4397
2741,2776
4336,3808
3902,4577
4626,607
1918,1739
71,1983
1947,2926
613,462
4212,1835
612,627
2146,1181
423,4461
921,558
1888,3922
653,4743
1815,2539
1881,4045
2762,2143
2265,2514
2330,2341
4295,2209
2294,1306
557,185
4139,4647
244,1332
279,2230
3115,1535
3036,4107
1662,2243
3551,4216
3423,3320
4311,3796
623,645
2876,4820
4284,465
2890,1696
2343,3084
1507,4591
429,3589
2402,954
4587,1743
3077,4525
4563,4850
4158,1078
4118,3687
550,2025
4722,4924
326,2629
362,4996
4871,4909
3789,747
4305,1753
4103,3176
202,1773
2757,1967
1272,4592
3387,1626
349,3607
3368,497
3047,4877
1668,3445
1719,1602
1860,4814
1404,1571
1340,1024
4336,2300
3746,3401
1324,3179
2918,1631
4361,3727
157,325
1542,1388
3382,4648
4274,4825
889,1197
3299,3586
460,2931
126,2032
3124,2893
1320,2745
1530,957
1326,3976
2076,4630
1530,4216
504,4474
3697,891
4973,3974
663,2880
1643,4644
2490,4484
2851,4238
1867,1665
4417,744
3154,4086
1685,4301
581,4006
3796,367
2136,2980
2424,946
1353,1074
1374,1355
4054,3637
4773,4213
2329,879
3648,1393
440,3681
1732,2465
4920,4551
2124,669
2215,4429
3996,1389
3283,3777
4139,250
2942,1109
2976,4898
480,408
2817,4329
845,1286
1645,1130
522,552
4833,3703
368,4641
60,4819
126,2612
1980,1873
3507,386
4717,2450
1767,2381
4900,2007
510,766
1123,3801
4564,2614
920,4921
2176,959
1179,3485
4116,441
1335,2341
1555,4361
3040,625
4679,3851
4017,4171
1206,4735
2090,2163
2901,378
1681,2730
3113,3421
4814,1336
3504,3636
2829,1225
1648,510
808,2684
2861,249
4074,2119
4130,2993
352,1202
2667,4353
4893,2912
1937,1676
898,3589
179,4717
3839,154
2510,3806
4841,2853
2797,1352
1500,2883
1992,2734
264,2236
473,562
759,4814
1502,670
3507,4052
222,3041
377,358
4947,4340
3462,242
4194,3821
3736,2530
1516,2279
499,1636
2788,1175
3374,3166
4308,4883
1164,173
3558,1954
63,783
1600,1252
252,255
3170,2641
3891,4824
1041,1472
4677,1053
4634,1946
744,2378
2465,4678
659,3758
2594,1025
4451,3370
3394,4585
2929,3546
1303,1612
4065,103
3415,4950
1029,1176
665,3635
4934,3785
2164,1832
3295,1513
2861,2667
979,4797
2691,2127
4670,1877
3695,1881
4378,2585
4045,764
2915,3871
3308,1610
3283,3584
2084,4670
1817,4780
1881,4002
4419,4039
2075,4387
835,2073
3403,4615
2925,350
4096,17
978,3876
2799,2759
50,4292
2493,656
2153,3403
2911,4049
2585,3983
3309,99
2939,1984
2620,1305
4782,1249
1583,741
900,4097
4871,4763
1085,484
2665,2528
2085,1509
3343,4814
603,4061
1549,3601
1041,2878
105,884
4987,476
4008,622
1094,2140
1879,4758
2320,111
1590,2210
225,446
4218,2443
1201,391
2492,119
886,1609
132,306
2014,1238
1000,3388
2092,4329
4761,3434
766,2422
1628,378
2627,3554
1839,2147
672,4588
2090,3460
4490,3501
999,3815
3476,3558
1462,2012
113,1656
122,4608
4225,2714
1936,916
3254,1113
4580,3282
2913,3973
2968,1277
3851,1267
48,3229
1704,1385
1232,1737
1630,450
974,1800
4831,2801
4002,1156
1025,78
631,727
1977,4201
1702,3892
1370,3283
549,1588
4407,1095
4574,145
1955,3511
1376,681
3328,1010
2037,4959
4033,1299
1485,2472
2321,2216
1650,2273
58,4242
4753,2334
450,3921
983,144
434,106
2460,244
3911,640
2804,2573
960,2345
4439,2772
1824,220
636,90
1445,2658
1031,4763
2092,3044
1187,657
836,2871
566,4746
4987,4575
1989,1846
3895,2514
2592,1652
588,3036
4573,4497
3606,4479
4809,1904
727,3514
4688,1334
227,586
2326,2882
4050,4453
3380,1733
1136,1580
1607,3098
2523,1785
2580,4731
4501,2225
795,686
4266,4997
1372,1689
741,2277
1056,2862
185,1869
661,1540
3699,24
2604,2766
1615,2440
2536,4670
2278,2126
463,1626
3122,2048
4432,1204
550,2695
1852,1041
4819,748
1104,3426
3185,1605
4424,4364
2974,2633
1985,864
200,2811
1341,2125
1540,2308
4443,84
3972,347
3790,2446
3241,4734
4258,4372
1331,3381
1669,2570
3924,3702
2723,1411
4809,397
4113,499
3029,4848
3161,3820
3984,812
3319,2353
739,3912
232,2017
2939,3939
2299,1366
2325,4560
1098,3748
3183,4837
2069,2598
4628,4984
2969,82
333,2078
3115,1255
1118,2912
300,2725
1555,1132
4459,2613
4211,2682
476,1067
3195,854
3719,628
1990,1574
104,4393
994,2521
3406,4587
4284,2366
472,3450
4190,2461
1914,2763
1854,890
4475,1973
4776,3108
3039,2407
4336,4008
2016,1511
4528,2205
4649,4500
113,3356
691,252
3600,2341
7,3734
140,1226
2918,2956
553,1781
674,1488
2651,3048
4444,3024
2634,1297
3486,3474
3494,471
4592,1999
2363,190
4726,4678
2105,2355
80,37
982,3141
3867,681
3192,3999
140,34
1930,87
1704,3366
3175,1022
844,2726
477,4157
4564,2826
4004,4313
2538,4690
4010,3367
1345,1625
180,3801
3166,2926
1170,3558
2507,1603
832,2434
3290,4258
2080,4986
3071,480
2160,1959
1046,1218
1199,2814
81,1341
4219,57
759,1857
3561,662
1736,4529
1103,4571
2026,2128
2329,1523
510,578
3288,2781
135,928
639,4492
656,662
3375,2572
202,2010
2039,646
1365,945
518,2090
1992,3503
3020,1322
2583,3878
1617,1010
4154,2557
1959,4961
1734,1416
1447,3831
186,476
4753,3363
1763,2035
3447,2632
3195,708
516,2623
1214,381
1383,2675
2423,843
741,117
1193,2312
634,4704
1433,1936
319,3799
7,524
1234,1720
2306,3011
2066,2775
1543,1821
147,2579
3712,2266
4308,4722
1101,3546
4398,4541
1339,4415
2875,4259
1967,3173
3469,2332
3402,245
1628,4711
1201,2115
4974,915
1581,4810
4173,3956
3409,1190
822,4280
2325,3738
3962,217
3400,950
3907,2953
4885,4932
738,2515
3908,36
409,2475
1666,4812
2918,199
3303,2346
1594,933
4413,1749
2333,2034
3149,3672
2368,2781
2310,4493
4404,1558
2578,2763
989,2076
668,326
3781,4803
3770,3455
1125,1327
1398,3567
2181,651
3321,3329
1013,1949
3420,1407
817,2021
4182,695
4197,4875
3113,4897
974,1504
2235,1347
3946,1272
2672,976
4943,3778
170,4529
1696,2223
1284,1636
0,2221
2273,3993
1111,3358
3846,4779
18,4288
3326,87
3974,2381
1033,1524
2247,261
4823,3318
3555,3425
4961,4933
1592,1372
2709,1570
1557,4415
1159,2211
2422,4352
249,4725
2432,887
234,2930
1440,4435
3083,3362
4238,810
1625,4486
3398,2237
1754,1404
1249,276
7,4865
4012,2922
4861,1439
4705,4151
887,4788
940,2615
2777,565
1202,1508
3739,1034
4268,271
1437,3174
514,3878
546,2454
3289,3353
2058,3838
537,2629
1531,4638
2618,3060
40,2503
1232,22
3881,3910
1148,4236
2194,2726
2688,2380
1580,2670
3433,167
2526,1067
2715,1030
2863,4591
449,3349
1129,4871
4441,4022
728,4949
1961,4691
3084,672
3342,4012
3315,4442
4294,204
1193,3749
4633,4707
343,573
4653,1089
1891,1803
3509,3808
1046,4587
476,2832
342,1406
3898,3415
4590,1936
2552,4398
3004,4634
4580,3939
2258,1880
2853,4386
2500,1924
1251,1861
3078,2188
2874,3915
2490,2044
2148,1606
384,4300
4894,2810
1126,4403
4410,2339
752,643
2664,555
2091,781
1944,1296
3142,1484
2272,1981
1345,3718
1293,1115
388,56
4140,104
3692,991
4534,271
3425,675
2353,3220
4241,4754
620,727
3874,2012
4382,2275
468,4238
2291,4748
1619,2417
3171,1635
4162,3369
4534,4501
551,2211
1545,252
2080,3001
2997,4577
651,321
3053,2131
416,918
2330,2518
90,3221
2064,3486
1666,4546
2116,1505
4318,2968
525,3553
2986,2961
2420,3638
2987,2461
4357,2122
3454,3597
677,321
994,1197
3926,2284
1109,4388
122,4804
2169,112
4468,2255
4280,2625
965,2444
2306,4992
3565,375
3042,3811
1749,1029
1980,235
3072,1668
3852,1573
3308,338
1575,4059
2101,395
3841,1678
3355,4536
1568,779
3136,1296
77,2421
2871,4119
7,1221
3,4989
2131,4385
594,1023
592,4280
2486,3487
73,1729
3607,1373
4960,3516
3796,1556
1154,4333
2942,4613
4079,2265
3993,1718
4222,1414
763,313
2994,3927
639,3430
3116,131
3504,4209
2018,3440
828,3846
3173,414
3301,1345
1111,969
913,4783
4774,2743
616,2517
1455,3316
1299,3257
1636,4941
684,4458
2392,2290
20,4239
93,724
2769,1329
3549,3745
3677,2437
122,1143
367,3411
1828,2024
4369,1960
1078,1374
638,1336
2073,2867
1164,2572
4057,2638
3356,800
136,4561
2600,2314
2855,2332
2444,1736
11,3013
1128,3636
3531,505
2468,3479
985,655
870,4260
3041,327
2253,441
809,4694
1568,25
3901,18
966,903
3420,3758
4679,223
2724,2486
2473,2564
3950,2540
2934,4710
170,3690
618,4305
2747,2807
4569,1242
1841,4492
1155,993
1763,2486
241,3470
2911,1363
1032,4303
2530,1377
3330,2427
3526,3742
4078,2725
1567,2487
4400,1622
1948,2020
986,1954
3726,2501
4196,110
1581,2666
1511,2424
4859,1461
411,1078
1014,4641
1171,2670
2810,4656
429,770
1001,4039
2032,4603
2912,1680
1200,4200
4519,456
4331,4248
3473,1042
3815,3541
2028,816
1001,3842
1333,201
4218,3540
852,2861
2494,593
1436,4990
2815,3887
3951,4878
2121,1851
4692,3001
3950,447
3518,1345
4341,3654
3209,4813
1860,3541
3587,2252
2693,402
803,489
2445,260
275,2344
3671,1722
1907,4810
2377,1934
4390,922
765,795
2925,2421
1742,4328
2737,461
2791,604
4833,4409
4974,4323
4980,2421
566,4439
2365,854
2806,3525
2230,2999
4647,1923
1829,338
4197,2284
4154,910
4762,3765
1480,4750
2726,3999
1853,1435
3773,4531
2320,2939
4176,3182
2223,4185
2162,4220
2044,3074
2656,507
3692,207
2866,1637
1247,122
840,1324
1527,2870
3609,2041
2931,4385
515,4561
1750,3174
1618,293
1187,3317
4636,1310
2526,4725
1014,4209
3387,1895
987,1186
788,147
1426,1236
2422,3009
3613,3800
3644,1875
690,3670
1918,3463
1587,284
265,953
4919,229
4070,2931
2012,1467
2392,148
426,4851
2351,1649
2024,3794
4632,4931
3088,226
4250,1030
1868,2053
3174,1255
820,4746
3878,3353
1602,1747
4932,1253
4195,3150
4900,1366
515,1450
1012,4188
874,1007
1368,1876
3278,3967
886,1861
3696,4627
4631,4947
4059,3552
389,1078
4705,2260
3798,3388
2548,1946
3150,2424
4991,1075
4774,1086
1119,2432
1832,2269
4819,4400
4336,2040
2435,4766
3889,2329
2950,1935
4097,4930
2583,4224
2721,86
3243,2443
1683,4892
4237,2396
2880,3722
107,13
2984,1706
2285,3300
1492,114
4047,4616
4396,2574
399,3144
3633,3598
3241,1267
1428,2172
3405,1454
4340,507
382,284
3887,1985
2074,1252
4089,4912
4666,3400
3129,4647
2282,2422
2285,4311
3670,3563
2413,1786
4214,4386
2514,3061
2963,2612
2985,742
337,2767
968,1741
3045,1150
3835,157
3649,3181
2745,1352
1830,2976
1021,3941
4499,2774
2574,3476
4564,2958
858,304
112,3170
415,15
2305,3584
110,284
4359,3626
3563,819
4461,3261
2154,2851
3694,1425
707,3186
4164,1073
4485,4844
4119,4063
1068,30
4113,3655
3322,1427
1689,4114
1888,4010
789,2036
3570,3822
60,653
1488,2207
4656,4055
3653,4823
4514,909
1604,1303
1510,3093
3387,4585
1682,668
557,100
4750,3973
2217,1976
4761,1719
870,4820
1334,114
4840,4486
2849,3621
4111,4053
4635,1952
3068,2537
2420,2899
3732,3198
3274,4814
1563,3667
2349,4710
1662,1105
2069,958
2660,878
